uniprot	pdb	region_1	region_2	1_aligned	complex_rmsd	1_comp	2_aligned	2_comp
P43405	4dfn	93-167,245-370	371-631	1.22	1.735	2.862	1.742	2.164
Q06124	4dgp	3-104	247-517	1.225	1.689	1.823	1.03	1.453
Q06124	4dgx	3-104	247-517	1.166	1.681	1.767	1.179	1.244
P31749	4ejn	5-108	150-408	3.629	5.314	11.849	2.858	10.575
P19174	4ey0	757-790	668-756	9.699	4.149	9.642	1.202	13.005
P43405	4f4p	93-167,245-370	371-631	0.761	1.82	3.247	1.838	2.072
P12931	4f59	249-269,151-248	84-145,524-536	1.343	1.295	6.673	1.303	5.782
P12931	4f5a	249-269,151-248	84-145,524-536	1.414	1.268	7.905	1.389	4.866
P12931	4f5b	249-269,151-248	84-145,524-536	1.132	1.301	9.463	1.612	10.223
P19174	4fbn	757-790	668-756	10.045	4.157	9.752	1.148	13.097
Q14012	4fg8	286-300	20-276	0.821	1.429	1.398	1.414	0.904
Q14012	4fg9	286-300	20-276	1.394	6.53	1.915	1.725	1.398
Q14012	4fgb	286-300	20-276	0.793	4.178	4.525	4.348	0.952
P43405	4fl1	93-167,245-370	371-631	1.554	1.962	3.846	1.932	2.703
P43405	4fl2	93-167,245-370	371-631	1.304	1.99	2.606	2.541	1.485
P43405	4fl3	93-167,245-370	371-631	1.065	1.043	0.878	0.815	1.109
P28482	4fmq	173-196	25-172,197-313	5.217	2.628	8.669	1.559	7.524
Q9UM73	4fnw	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.897	5.8	4.893	1.157	2.17
Q9UM73	4fnx	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.073	2.766	20.075	1.68	1.889
Q9UM73	4fny	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	0.996	1.758	19.508	1.355	2.526
Q9UM73	4fnz	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	0.917	2.198	12.293	1.143	1.958
Q9UM73	4fob	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.93	2.29	5.46	1.222	2.287
Q9UM73	4foc	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.838	2.19	4.526	1.169	2.019
Q9UM73	4fod	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.986	5.191	4.546	1.311	2.227
P28482	4fux	173-196	25-172,197-313	0.853	1.06	1.173	0.927	1.02
P28482	4fuy	173-196	25-172,197-313	0.809	1.148	1.16	0.938	0.947
P28482	4fv0	173-196	25-172,197-313	0.837	1.053	1.209	0.907	1.123
P28482	4fv1	173-196	25-172,197-313	0.718	0.923	1.211	0.868	0.851
P28482	4fv2	173-196	25-172,197-313	0.863	0.932	1.178	0.85	1.005
P28482	4fv3	173-196	25-172,197-313	0.85	0.958	1.075	0.874	0.936
P28482	4fv4	173-196	25-172,197-313	0.858	1.434	1.462	1.244	1.005
P28482	4fv5	173-196	25-172,197-313	0.803	1.534	1.591	1.495	0.856
P28482	4fv6	173-196	25-172,197-313	0.747	1.554	1.852	1.321	1.066
P28482	4fv7	173-196	25-172,197-313	0.815	1.492	1.451	1.056	1.51
P28482	4fv8	173-196	25-172,197-313	0.932	1.612	1.687	1.433	1.16
P28482	4fv9	173-196	25-172,197-313	0.714	1.592	1.811	1.389	1.04
P43405	4fyn	93-167,245-370	371-631	0.804	1.701	2.193	1.693	2.166
P43405	4fyo	93-167,245-370	371-631	0.901	1.67	2.969	1.636	2.422
P43405	4fz6	93-167,245-370	371-631	0.906	1.705	2.805	1.714	1.828
P43405	4fz7	93-167,245-370	371-631	0.971	1.708	2.346	1.716	1.817
P28482	4g6n	173-196	25-172,197-313	0.837	1.022	1.241	0.865	1.054
P28482	4g6o	173-196	25-172,197-313	0.858	0.919	1.074	0.853	0.954
P43405	4gfg	93-167,245-370	371-631	0.979	1.761	2.279	1.772	1.761
P62826	4gmx	179-216	10-169	13.615	17.783	50.77	4.76	43.575
P62826	4gpt	179-216	10-169	13.049	18.558	50.691	4.745	43.516
Q01974	4gt4	555-556	473-746	0.332	2.011	3.788	2.023	0.682
Q06124	4gwf	3-104	247-517	1.693	1.253	0.912	0.856	1.686
Q91VS8	4gyv	728-745,755-1026	536-727	1.309	1.657	6.46	1.218	3.29
Q91VS8	4gzu	728-745,755-1026	536-727	1.305	1.282	1.203	1.163	1.408
Q06124	4h1o	3-104	247-517	1.84	1.497	1.331	1.047	1.852
Q06124	4h34	3-104	247-517	1.539	1.597	1.494	1.072	2.082
P28482	4h3p	173-196	25-172,197-313	3.381	1.358	1.302	1.103	3.417
P28482	4h3q	173-196	25-172,197-313	4.997	2.166	8.396	1.14	6.818
P11142	4h5n	263-287	225-262	1.253	3.342	1.129	1.042	1.317
P11142	4h5r	263-287	225-262	1.482	3.275	1.056	0.98	1.518
P11142	4h5t	263-287	225-262	0.851	2.864	1.314	1.052	1.055
P11142	4h5v	263-287	225-262	1.06	3.27	1.278	1.247	1.072
P11142	4h5w	263-287	225-262	1.229	3.197	0.887	0.858	1.238
Q9Y4F1	4h6y	759-1029	540-730	1.3	1.253	1.144	1.088	1.372
P62826	4hat	179-216	10-169	13.159	18.469	50.859	4.727	43.447
P62826	4hau	179-216	10-169	13.446	16.773	49.012	4.741	43.178
P62826	4hav	179-216	10-169	11.477	15.82	44.906	4.744	43.12
P62826	4haw	179-216	10-169	11.376	15.79	44.801	4.736	43.024
P62826	4hax	179-216	10-169	13.364	16.747	49.251	4.749	43.222
P62826	4hay	179-216	10-169	14.054	16.977	50.704	4.74	43.331
P62826	4haz	179-216	10-169	13.908	17.228	50.564	4.737	43.096
P62826	4hb0	179-216	10-169	13.511	17.857	50.612	4.73	43.292
P62826	4hb2	179-216	10-169	13.661	17.89	50.527	4.755	43.78
P62826	4hb3	179-216	10-169	13.839	17.284	50.688	4.77	43.216
P62826	4hb4	179-216	10-169	12.955	18.465	50.569	4.73	43.422
P11142	4hwi	263-287	225-262	0.957	3.506	1.336	1.334	0.97
P43405	4i0r	93-167,245-370	371-631	0.874	1.646	2.566	1.632	2.346
P43405	4i0s	93-167,245-370	371-631	1.015	1.632	2.725	1.615	2.307
P43405	4i0t	93-167,245-370	371-631	1.111	1.682	2.678	1.661	2.191
P28482	4iz5	173-196	25-172,197-313	5.972	2.681	8.348	1.415	7.721
P28482	4iz7	173-196	25-172,197-313	4.131	1.492	1.699	1.232	4.116
P28482	4iza	173-196	25-172,197-313	6.271	2.313	4.742	1.268	7.424
P53042	4ja7	28-129	495-499,200-494	1.22	1.368	3.016	1.341	12.643
P53042	4ja9	28-129	495-499,200-494	1.513	1.45	2.175	1.377	8.595
P00579	4jk1	2-80	379-449,458-534	12.064	20.029	70.348	1.96	61.43
P00579	4jk2	2-80	379-449,458-534	12.059	20.03	70.483	1.954	61.387
Q9UM73	4joa	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	0.713	1.179	17.904	1.099	1.65
P12931	4k11	249-269,151-248	84-145,524-536	0.993	1.36	2.046	1.821	3.1
Q9JK66	4k7d	141-225,378-410	226-377,410-465	1.843	1.737	2.043	1.551	1.585
Q9JK66	4k95	141-225,378-410	226-377,410-465	1.387	1.439	1.432	1.26	1.383
Q9Y4X5	4kbl	408-557	339-392	1.584	17.099	44.315	1.74	55.45
Q9Y4X5	4kc9	408-557	339-392	1.674	16.072	43.787	1.34	55.851
P00579	4kmu	2-80	379-449,458-534	12.09	20.004	70.298	1.955	61.25
P00579	4kn4	2-80	379-449,458-534	12.106	19.988	70.353	1.957	61.269
P00579	4kn7	2-80	379-449,458-534	12.065	20.027	70.385	1.952	61.41
Q96BN8	4ksj	330-340	129-341	0.666	0.937	1.048	0.838	0.829
Q96BN8	4ksk	330-340	129-341	0.842	1.206	0.975	0.922	0.904
Q96BN8	4ksl	330-340	129-341	1.639	1.646	1.871	1.315	1.754
Q3UP24	4kxf	356-463,578-1020	95-298	2.238	20.171	39.841	1.664	69.366
P35520	4l0d	414-551	40-413	1.227	1.203	1.826	0.974	2.654
P35520	4l27	414-551	40-413	1.148	1.014	1.053	0.903	1.882
P35520	4l28	414-551	40-413	1.079	1.375	2.313	0.872	3.387
Q8IXJ6	4l3o	320-352	65-319	0.826	2.684	3.005	2.867	1.171
P35520	4l3v	414-551	40-413	1.479	1.316	1.743	0.91	3.054
O95267	4l9m	468-609	205-436	1.897	2.211	1.847	1.588	1.999
P00579	4lk1	2-80	379-449,458-534	11.564	17.328	73.617	1.766	61.364
P00579	4llg	2-80	379-449,458-534	2.477	18.813	41.692	1.804	66.993
Q02750	4lmn	75-102	68-74,103-361	1.219	1.598	2.049	1.324	1.332
P08631	4lud	142-239,240-259	76-136,425-514	1.136	1.847	2.059	1.092	2.391
P08631	4lue	142-239,240-259	76-136,425-514	1.152	1.907	1.962	1.05	1.861
P18654	4m8t	697-712	328-679	0.03	6.975	32.229	7.072	5.002
P18654	4mao	697-712	328-679	0.101	7.048	33.311	7.147	5.182
Q9UM73	4mkc	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	3.095	2.412	6.104	1.235	3.899
Q02750	4mne	75-102	68-74,103-361	1.123	1.226	1.616	1.086	1.123
P12931	4mxo	249-269,151-248	84-145,524-536	6.446	6.413	20.7	5.113	71.725
P12931	4mxx	249-269,151-248	84-145,524-536	6.147	6.537	23.522	5.506	84.911
P12931	4mxy	249-269,151-248	84-145,524-536	6.325	6.366	25.156	5.052	71.84
P12931	4mxz	249-269,151-248	84-145,524-536	6.325	6.366	25.156	5.052	71.84
P28482	4n0s	173-196	25-172,197-313	1.073	2.127	1.441	0.996	1.285
P28482	4nif	173-196	25-172,197-313	5.415	2.085	5.856	1.304	6.612
Q96FI4	4nrv	244-245	220-280	1.213	1.582	7.503	1.624	2.215
Q06124	4nwf	3-104	247-517	0.82	0.993	0.839	0.787	0.875
Q06124	4nwg	3-104	247-517	0.797	0.975	0.881	0.804	0.821
P28482	4o6e	173-196	25-172,197-313	2.596	1.248	1.187	1.068	2.636
Q06124	4ohd	3-104	247-517	1.871	1.893	1.909	1.615	2.426
Q06124	4ohe	3-104	247-517	1.303	1.379	1.617	1.122	2.286
Q06124	4ohh	3-104	247-517	1.145	1.381	1.521	1.034	1.216
Q06124	4ohi	3-104	247-517	1.262	1.881	1.5	0.998	1.296
Q06124	4ohl	3-104	247-517	1.409	1.173	1.067	0.975	1.459
P62826	4ol0	179-216	10-169	1.343	4.853	22.406	4.969	8.039
P16298	4or9	417-423,474-496	22-357	3.214	3.068	18.84	0.882	9.624
P16298	4ora	417-423,474-496	22-357	3.175	2.353	12.352	0.907	6.946
P16298	4orc	417-423,474-496	22-357	3.588	2.279	36.008	0.87	13.731
P21333	4p3w	2142-2235	2236-2325	4.689	15.336	38.491	1.21	49.675
P35520	4pcu	414-551	40-413	3.349	21.481	36.621	3.973	45.923
Q9UGN5	4pjv	231-348	356-538	1.23	1.07	1.131	0.941	1.31
P43405	4puz	93-167,245-370	371-631	0.886	1.866	3.477	1.864	2.411
P43405	4pv0	93-167,245-370	371-631	1.118	1.797	2.302	1.794	2.347
P43405	4px6	93-167,245-370	371-631	0.79	1.626	3.213	1.603	2.408
O00571	4px9	132-181	211-575	1.508	1.83	1.964	1.973	1.541
O00571	4pxa	132-181	211-575	2.068	5.365	11.209	4.611	9.506
Q09472	4pzr	1520-1581	1287-1663	1.821	1.108	2.88	1.1	2.049
Q09472	4pzs	1520-1581	1287-1663	3.373	1.379	3.799	1.367	3.484
Q09472	4pzt	1520-1581	1287-1663	3.616	1.37	4.233	1.359	3.723
P28482	4qp1	173-196	25-172,197-313	3.725	1.934	5.749	1.392	4.604
P28482	4qp2	173-196	25-172,197-313	3.132	1.559	1.298	1.277	3.107
P28482	4qp3	173-196	25-172,197-313	3.09	1.635	1.349	1.312	3.132
P28482	4qp4	173-196	25-172,197-313	4.664	2.261	6.799	1.666	5.929
P28482	4qp6	173-196	25-172,197-313	2.939	1.633	1.416	1.361	2.974
P28482	4qp7	173-196	25-172,197-313	4.568	2.225	7.012	1.613	5.841
P28482	4qp8	173-196	25-172,197-313	4.02	2.151	2.151	1.955	4.261
P28482	4qp9	173-196	25-172,197-313	4.796	2.223	7.062	1.634	6.252
P28482	4qpa	173-196	25-172,197-313	3.89	2.572	3.025	2.212	4.181
P28482	4qta	173-196	25-172,197-313	1.486	1.642	1.33	1.26	1.534
P28482	4qte	173-196	25-172,197-313	1.069	1.127	1.253	0.949	1.385
Q8IXJ6	4r8m	320-352	65-319	0.993	1.63	1.803	1.727	1.047
Q13131	4red	313-392	27-279	17.242	14.81	54.565	5.031	30.45
Q13131	4rer	313-392	27-279	4.544	2.673	1.688	1.349	4.777
Q13131	4rew	313-392	27-279	7.994	3.493	3.067	1.448	8.609
Q8IXJ6	4rmg	320-352	65-319	0.823	2.305	2.607	2.398	1.012
Q8IXJ6	4rmh	320-352	65-319	1.044	2.41	3.008	2.456	1.139
Q8IXJ6	4rmi	320-352	65-319	1.053	1.824	2.008	1.829	1.095
Q8IXJ6	4rmj	320-352	65-319	0.791	2.525	2.993	2.589	1.516
P43405	4rss	93-167,245-370	371-631	0.534	2.125	2.92	2.162	2.279
P43405	4rx7	93-167,245-370	371-631	0.87	1.659	2.503	1.656	1.94
P43405	4rx8	93-167,245-370	371-631	0.733	1.649	2.728	1.646	1.86
P43405	4rx9	93-167,245-370	371-631	1.0	1.601	2.695	1.585	1.923
P60240	4s20	1-110	147-416,441-659	1.771	4.247	11.443	2.871	5.965
Q9UM73	4tt7	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.416	1.616	4.919	0.996	2.918
Q58719	4tug	290-330	1-289	2.832	1.483	2.699	1.332	2.911
Q58719	4tui	290-330	1-289	2.899	1.431	2.399	1.26	2.845
Q9UGN5	4tvj	231-348	356-538	1.436	1.979	1.463	0.974	1.517
P49137	4tyh	328-364	64-325	1.449	2.547	2.858	2.783	1.43
P08631	4u5w	142-239,240-259	76-136,425-514	4.923	5.929	14.272	2.228	14.649
Q9Y6K1	4u7p	476-626	634-912	7.4	4.895	21.774	1.372	8.019
Q9Y6K1	4u7t	476-626	634-912	5.763	15.794	26.811	1.356	47.598
Q02750	4u7z	75-102	68-74,103-361	0.783	1.274	1.467	1.079	0.876
Q02750	4u80	75-102	68-74,103-361	0.849	1.263	1.495	1.188	0.965
Q02750	4u81	75-102	68-74,103-361	0.827	1.285	1.436	1.085	0.955
P35520	4uuu	414-551	40-413	3.449	3.357	1.898	1.068	4.936
P43405	4wnm	93-167,245-370	371-631	7.79	4.106	28.813	1.863	17.844
P62826	4wvf	179-216	10-169	13.218	18.489	50.944	4.733	43.509
P26358	4wxx	647-714	1140-1602	15.917	50.855	49.25	20.206	60.044
Q07343	4wzi	166-281	330-649	1.505	1.152	1.136	0.935	1.837
Q07343	4x0f	166-281	330-649	1.848	1.297	1.858	0.911	2.371
Q8IXJ6	4x3o	320-352	65-319	0.941	1.596	1.698	1.513	1.076
Q8IXJ6	4x3p	320-352	65-319	0.923	1.579	1.698	1.511	1.004
P00519	4xey	67-113,127-217	242-493	1.949	23.476	59.577	1.63	69.618
P43405	4xg2	93-167,245-370	371-631	0.738	1.664	2.864	1.65	2.014
P43405	4xg3	93-167,245-370	371-631	1.137	1.779	4.046	1.784	2.989
P43405	4xg4	93-167,245-370	371-631	0.816	1.696	2.686	1.676	2.227
P43405	4xg6	93-167,245-370	371-631	1.401	2.007	3.057	2.012	2.743
P43405	4xg7	93-167,245-370	371-631	0.696	2.114	3.292	2.134	2.357
P43405	4xg8	93-167,245-370	371-631	0.75	1.859	4.847	1.856	3.057
P43405	4xg9	93-167,245-370	371-631	0.908	1.654	3.255	1.648	2.364
P28482	4xj0	173-196	25-172,197-313	3.322	1.821	6.35	1.379	4.287
P39687	4xos	121-163	1-120	1.198	1.272	1.308	1.287	1.224
Q8IXJ6	4y6l	320-352	65-319	0.814	1.806	2.075	1.918	0.971
Q8IXJ6	4y6o	320-352	65-319	0.849	1.868	2.178	1.983	1.018
Q8IXJ6	4y6q	320-352	65-319	0.832	1.621	1.804	1.583	1.227
P43405	4yjo	93-167,245-370	371-631	2.209	2.071	3.54	2.054	3.153
P43405	4yjp	93-167,245-370	371-631	1.315	2.005	4.239	2.035	2.609
P43405	4yjq	93-167,245-370	371-631	0.781	3.089	4.351	2.797	2.684
P43405	4yjr	93-167,245-370	371-631	0.981	3.1	4.865	2.801	2.683
P43405	4yjs	93-167,245-370	371-631	1.135	1.905	4.44	1.93	2.622
P43405	4yjt	93-167,245-370	371-631	0.945	2.932	3.706	2.662	2.223
P43405	4yju	93-167,245-370	371-631	0.916	2.044	2.879	2.077	2.022
P43405	4yjv	93-167,245-370	371-631	0.937	2.977	4.285	2.683	2.632
P00579	4yln	2-80	379-449,458-534	0.192	4.296	52.574	2.126	20.758
P00579	4ylo	2-80	379-449,458-534	0.142	4.483	50.369	2.187	20.46
P00579	4ylp	2-80	379-449,458-534	0.647	4.27	41.681	2.236	19.907
P26358	4yoc	647-714	1140-1602	3.388	1.816	9.596	1.441	4.732
Q9UM73	4z55	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.486	2.153	4.906	1.081	3.447
P00579	4zh2	2-80	379-449,458-534	11.553	17.326	73.634	1.764	61.355
P00579	4zh3	2-80	379-449,458-534	11.55	17.326	73.644	1.764	61.358
P00579	4zh4	2-80	379-449,458-534	11.555	17.328	73.648	1.764	61.368
P54646	4zhx	291-376	16-268	2.308	1.354	2.266	0.982	2.563
P53041	4zvz	28-129,487-499	184-486	1.218	0.995	3.014	0.857	1.833
P53041	4zx2	28-129,487-499	184-486	0.447	2.394	1.243	0.884	0.746
P28482	4zxt	173-196	25-172,197-313	1.091	2.067	1.5	1.027	1.378
Q9JK66	4zyn	141-225,378-410	226-377,410-465	2.589	1.534	1.397	1.288	1.99
P28482	4zzm	173-196	25-172,197-313	1.57	1.18	1.112	0.948	1.736
P28482	4zzn	173-196	25-172,197-313	0.91	0.981	1.24	0.901	1.123
P28482	4zzo	173-196	25-172,197-313	1.559	1.014	1.072	0.902	1.704
Q9UGN5	4zzx	231-348	356-538	1.447	1.592	1.166	0.982	1.823
Q9UGN5	4zzy	231-348	356-538	2.359	2.224	2.25	0.974	3.13
Q9UM73	5a9u	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.182	2.269	4.772	1.274	2.566
Q9UM73	5aa8	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.219	2.273	4.989	1.283	2.596
Q9UM73	5aa9	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.129	2.338	4.754	1.469	2.577
Q9UM73	5aaa	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.137	2.281	5.154	1.396	2.58
Q9UM73	5aab	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.242	2.273	6.365	1.316	2.727
Q9UM73	5aac	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.219	2.275	5.041	1.28	2.649
P07949	5amn	900-909	724-899,910-1016	3.48	2.504	9.451	1.635	8.393
P11142	5aqf	263-287	225-262	1.114	3.966	1.146	1.165	1.113
P11142	5aqg	263-287	225-262	1.054	3.981	1.207	1.219	1.103
P11142	5aqh	263-287	225-262	1.203	3.88	1.159	1.168	1.187
P11142	5aqi	263-287	225-262	1.183	3.894	1.2	1.183	1.184
P11142	5aqj	263-287	225-262	0.872	3.788	1.19	1.211	0.921
P11142	5aqk	263-287	225-262	1.058	3.971	1.253	1.233	1.084
P11142	5aql	263-287	225-262	1.257	3.941	1.186	1.194	1.252
P11142	5aqm	263-287	225-262	1.265	3.908	1.147	1.168	1.256
P11142	5aqn	263-287	225-262	1.24	3.882	1.226	1.23	1.243
P11142	5aqo	263-287	225-262	1.215	3.873	1.155	1.169	1.212
P11142	5aqp	263-287	225-262	1.22	3.89	1.201	1.197	1.226
P11142	5aqq	263-287	225-262	1.026	3.914	1.169	1.186	1.077
P11142	5aqr	263-287	225-262	1.112	3.867	1.176	1.18	1.101
P11142	5aqs	263-287	225-262	1.206	3.976	1.232	1.264	1.247
P11142	5aqt	263-287	225-262	1.12	3.896	1.193	1.187	1.117
P11142	5aqu	263-287	225-262	1.121	3.856	1.158	1.147	1.118
P11142	5aqv	263-287	225-262	1.079	3.693	1.218	1.215	1.06
P28482	5ax3	173-196	25-172,197-313	6.044	2.857	6.904	2.603	7.239
Q5Y4Y6	5b5r	240-464	1-239	5.48	4.567	4.521	2.91	8.135
Q06124	5bk8	3-104	247-517	1.945	1.725	1.813	1.117	2.822
P28482	5bue	173-196	25-172,197-313	1.285	1.72	2.046	1.458	1.672
P28482	5bui	173-196	25-172,197-313	2.331	1.769	2.004	1.484	2.712
P28482	5buj	173-196	25-172,197-313	1.743	1.731	2.035	1.463	1.986
P28482	5bvd	173-196	25-172,197-313	0.593	1.633	1.872	1.398	0.991
P28482	5bve	173-196	25-172,197-313	0.609	1.586	1.893	1.385	0.953
P28482	5bvf	173-196	25-172,197-313	0.544	1.524	1.923	1.316	0.967
Q02750	5bx0	75-102	68-74,103-361	1.785	1.883	2.583	1.192	2.025
P43405	5c26	93-167,245-370	371-631	0.735	1.975	2.837	1.99	2.091
P43405	5c27	93-167,245-370	371-631	0.812	1.957	2.488	1.973	1.912
Q9H7B4	5ccl	280-428	4-240	1.219	1.143	1.116	1.064	1.397
Q9H7B4	5ccm	280-428	4-240	0.867	0.976	1.097	1.025	0.983
Q96RU8	5cem	355-360	1-338	1.087	10.388	39.83	4.829	37.322
P62826	5ciq	179-216	10-169	0.891	1.005	1.033	0.984	0.942
P62826	5cit	179-216	10-169	0.966	0.994	1.163	0.988	1.059
P62826	5ciw	179-216	10-169	0.948	0.995	1.023	0.969	1.013
P62826	5cj2	179-216	10-169	0.927	1.081	1.178	1.101	0.944
P62826	5cll	179-216	10-169	3.135	6.209	39.852	4.897	20.851
P62826	5clq	179-216	10-169	7.94	17.044	34.286	4.717	42.77
P43405	5cxh	93-167,245-370	371-631	1.133	1.936	3.172	1.924	2.366
P43405	5cxz	93-167,245-370	371-631	0.908	1.617	3.141	1.606	2.385
P43405	5cy3	93-167,245-370	371-631	5.118	2.135	3.675	2.019	5.004
Q8IXJ6	5d7o	320-352	65-319	0.924	2.434	2.957	2.509	1.64
Q8IXJ6	5d7p	320-352	65-319	0.854	2.596	3.213	2.683	1.808
Q8IXJ6	5d7q	320-352	65-319	2.13	19.987	36.104	16.294	38.595
Q8TDX7	5de2	182-199	34-181,200-299	2.694	1.673	31.149	1.45	7.292
P62826	5dh9	179-216	10-169	13.753	18.027	51.419	4.744	43.727
P62826	5dha	179-216	10-169	13.359	18.176	51.059	4.797	43.611
P62826	5dhf	179-216	10-169	13.413	17.933	50.865	4.735	43.554
P62826	5di9	179-216	10-169	13.137	18.518	51.1	4.746	43.506
P62826	5dif	179-216	10-169	13.086	18.417	51.083	4.738	43.398
P62826	5dis	179-216	10-169	0.712	4.695	30.618	4.792	9.274
P62826	5dlq	179-216	10-169	0.177	4.876	38.054	5.018	7.679
Q58719	5dny	290-330	1-289	6.621	5.653	3.217	1.566	7.733
Q9UGN5	5dsy	231-348	356-538	1.57	1.465	1.57	1.249	1.527
Q8IXJ6	5dy4	320-352	65-319	0.841	2.425	2.839	2.525	1.088
Q8IXJ6	5dy5	320-352	65-319	0.857	2.332	2.634	2.445	1.012
O00571	5e7i	132-181	211-575	1.211	4.847	11.466	4.354	7.723
O00571	5e7j	132-181	211-575	2.038	5.636	12.294	4.754	9.099
O00571	5e7m	132-181	211-575	1.872	4.835	11.068	4.33	8.037
Q06124	5ehp	3-104	247-517	0.949	1.301	1.508	1.45	1.053
Q06124	5ehr	3-104	247-517	0.769	1.29	1.435	1.386	0.849
Q9H7B4	5ex0	280-428	4-240	1.721	1.59	1.869	1.172	2.382
Q9H7B4	5ex3	280-428	4-240	1.773	1.711	2.109	1.245	2.566
Q02750	5eym	75-102	68-74,103-361	1.162	1.694	2.199	1.503	1.651
P54646	5ezv	291-376	16-268	2.546	2.111	2.456	0.973	3.0
Q58719	5f3w	290-330	1-289	6.618	5.663	3.179	1.566	7.731
P07949	5fm2	900-909	724-899,910-1016	3.512	2.052	26.822	1.678	7.656
P07949	5fm3	900-909	724-899,910-1016	4.649	2.178	26.031	1.672	7.969
Q9UM73	5fto	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.764	2.468	8.154	2.2	4.069
Q9UM73	5ftq	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	3.398	2.45	21.261	2.035	4.973
Q8IXJ6	5fyq	320-352	65-319	0.826	1.939	2.105	2.058	0.863
Q8IXJ6	5g4c	320-352	65-319	0.956	1.432	1.785	1.375	1.256
P43405	5ghv	93-167,245-370	371-631	1.268	1.822	2.719	1.793	2.67
P54578	5gjq	329-351,429-433	105-483	2.667	2.801	5.934	2.534	3.768
P08631	5h09	142-239,240-259	76-136,425-514	1.097	3.814	2.37	1.744	1.819
P08631	5h0b	142-239,240-259	76-136,425-514	1.05	3.8	2.118	1.425	1.675
P08631	5h0e	142-239,240-259	76-136,425-514	0.948	3.779	2.224	1.441	1.879
P08631	5h0g	142-239,240-259	76-136,425-514	0.916	3.81	2.199	1.298	1.689
P08631	5h0h	142-239,240-259	76-136,425-514	0.917	3.794	2.168	1.527	1.568
Q9H7B4	5hi7	280-428	4-240	0.735	0.902	1.006	0.975	0.806
P22681	5hkx	353-380	381-435	12.803	19.538	14.227	1.068	17.89
P53041	5hpe	28-129,487-499	184-486	0.517	0.864	1.959	0.829	0.63
Q9H7B4	5hq8	280-428	4-240	1.448	1.142	0.974	0.935	1.445
Q02750	5hze	75-102	68-74,103-361	1.476	1.796	2.246	1.836	1.651
Q8NI60	5i35	276-279	329-518	0.724	2.949	7.853	2.333	2.784
Q06124	5i6v	3-104	247-517	0.841	1.062	1.295	0.988	1.062
Q06124	5ibm	3-104	247-517	1.04	1.014	0.962	0.9	1.086
Q06124	5ibs	3-104	247-517	1.065	1.109	1.5	0.931	1.373
Q9UM73	5imx	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	0.722	1.184	17.78	1.109	1.956
P54646	5iso	291-376	16-268	5.096	2.554	2.812	1.514	5.098
Q96FI4	5itq	244-245	220-280	1.285	1.795	7.711	1.526	2.474
Q96FI4	5itr	244-245	220-280	0.302	1.104	1.556	0.912	0.503
Q96FI4	5itt	244-245	220-280	0.258	1.134	1.488	1.184	0.389
Q96FI4	5itu	244-245	220-280	0.292	1.104	2.173	1.469	0.507
Q96FI4	5itx	244-245	220-280	0.661	1.205	9.578	1.28	2.372
Q96FI4	5ity	244-245	220-280	0.402	0.989	7.212	1.162	2.0
Q9UM73	5iug	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.027	2.369	13.495	1.407	3.136
Q9UM73	5iuh	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.041	2.776	9.688	1.415	2.745
Q9UM73	5iui	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.083	3.78	5.455	1.771	2.676
P22681	5j3x	353-380	381-435	9.571	23.677	38.847	2.921	27.612
P62826	5jlj	179-216	10-169	13.561	17.246	50.379	4.73	43.144
P28482	5k4i	173-196	25-172,197-313	1.819	1.729	1.764	1.476	1.976
Q07343	5k6j	166-281	330-649	10.785	25.628	55.084	12.973	72.664
P31749	5kcv	5-108	150-408	3.674	4.988	11.743	2.225	10.78
Q09472	5kj2	1520-1581	1287-1663	1.697	1.082	1.423	1.082	1.86
Q9UM73	5kz0	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.145	2.277	11.038	1.376	2.478
P28482	5lcj	173-196	25-172,197-313	0.94	1.228	1.225	0.889	1.097
P28482	5lck	173-196	25-172,197-313	1.17	1.23	1.227	0.898	1.277
