gene_name	uniprot	protein_length	region_1	region_2	pdb	chain	af_filename	gt_fn	date
KPNA2	P52293	529.0	2-60	142-238,315-403	1ejy	B	F-P52293-F1-model_v3.cif	1ejy.cif	2000-03-05
KPNA2	P52293	529.0	2-60	142-238,315-403	1ial	A	F-P52293-F1-model_v3.cif	1ial.cif	1999-01-12
KPNA2	P52293	529.0	2-60	142-238,315-403	1iq1	A	F-P52293-F1-model_v3.cif	1iq1.cif	2001-05-28
KPNA2	P52293	529.0	2-60	142-238,315-403	1pjm	B	F-P52293-F1-model_v3.cif	1pjm.cif	2003-06-03
KPNA2	P52293	529.0	2-60	142-238,315-403	1pjn	B	F-P52293-F1-model_v3.cif	1pjn.cif	2003-06-03
KPNA2	P52293	529.0	2-60	142-238,315-403	1q1s	C	F-P52293-F1-model_v3.cif	1q1s.cif	2003-07-22
KPNA2	P52293	529.0	2-60	142-238,315-403	1q1t	C	F-P52293-F1-model_v3.cif	1q1t.cif	2003-07-22
KPNA2	P52293	529.0	2-60	142-238,315-403	1y2a	A	F-P52293-F1-model_v3.cif	1y2a.cif	2004-11-22
KPNA2	P52293	529.0	2-60	142-238,315-403	2c1m	A	F-P52293-F1-model_v3.cif	2c1m.cif	2005-09-16
KPNA2	P52293	529.0	2-60	142-238,315-403	2ynr	A	F-P52293-F1-model_v3.cif	2ynr.cif	2012-10-18
KPNA2	P52293	529.0	2-60	142-238,315-403	3btr	A	F-P52293-F1-model_v3.cif	3btr.cif	2007-12-30
KPNA2	P52293	529.0	2-60	142-238,315-403	3knd	A	F-P52293-F1-model_v3.cif	3knd.cif	2009-11-12
KPNA2	P52293	529.0	2-60	142-238,315-403	3l3q	A	F-P52293-F1-model_v3.cif	3l3q.cif	2009-12-17
KPNA2	P52293	529.0	2-60	142-238,315-403	3oqs	B	F-P52293-F1-model_v3.cif	3oqs.cif	2010-09-03
KPNA2	P52293	529.0	2-60	142-238,315-403	3q5u	A	F-P52293-F1-model_v3.cif	3q5u.cif	2010-12-29
KPNA2	P52293	529.0	2-60	142-238,315-403	3rz9	A	F-P52293-F1-model_v3.cif	3rz9.cif	2011-05-11
KPNA2	P52293	529.0	2-60	142-238,315-403	3rzx	A	F-P52293-F1-model_v3.cif	3rzx.cif	2011-05-12
KPNA2	P52293	529.0	2-60	142-238,315-403	3tpm	A	F-P52293-F1-model_v3.cif	3tpm.cif	2011-09-08
KPNA2	P52293	529.0	2-60	142-238,315-403	3tpo	A	F-P52293-F1-model_v3.cif	3tpo.cif	2011-09-08
KPNA2	P52293	529.0	2-60	142-238,315-403	3ukw	A	F-P52293-F1-model_v3.cif	3ukw.cif	2011-11-10
KPNA2	P52293	529.0	2-60	142-238,315-403	3ukx	A	F-P52293-F1-model_v3.cif	3ukx.cif	2011-11-10
KPNA2	P52293	529.0	2-60	142-238,315-403	3uky	A	F-P52293-F1-model_v3.cif	3uky.cif	2011-11-10
KPNA2	P52293	529.0	2-60	142-238,315-403	3ukz	A	F-P52293-F1-model_v3.cif	3ukz.cif	2011-11-10
KPNA2	P52293	529.0	2-60	142-238,315-403	3ul0	A	F-P52293-F1-model_v3.cif	3ul0.cif	2011-11-10
KPNA2	P52293	529.0	2-60	142-238,315-403	3ul1	A	F-P52293-F1-model_v3.cif	3ul1.cif	2011-11-10
KPNA2	P52293	529.0	2-60	142-238,315-403	3uvu	B	F-P52293-F1-model_v3.cif	3uvu.cif	2011-11-30
KPNA2	P52293	529.0	2-60	142-238,315-403	3ve6	A	F-P52293-F1-model_v3.cif	3ve6.cif	2012-01-07
KPNA2	P52293	529.0	2-60	142-238,315-403	3zin	A	F-P52293-F1-model_v3.cif	3zin.cif	2013-01-10
KPNA2	P52293	529.0	2-60	142-238,315-403	3zio	A	F-P52293-F1-model_v3.cif	3zio.cif	2013-01-10
KPNA2	P52293	529.0	2-60	142-238,315-403	3zip	A	F-P52293-F1-model_v3.cif	3zip.cif	2013-01-10
KPNA2	P52293	529.0	2-60	142-238,315-403	3ziq	A	F-P52293-F1-model_v3.cif	3ziq.cif	2013-01-10
KPNA2	P52293	529.0	2-60	142-238,315-403	3zir	A	F-P52293-F1-model_v3.cif	3zir.cif	2013-01-10
KPNA2	P52293	529.0	2-60	142-238,315-403	4ba3	A	F-P52293-F1-model_v3.cif	4ba3.cif	2012-09-11
KPNA2	P52293	529.0	2-60	142-238,315-403	4htv	A	F-P52293-F1-model_v3.cif	4htv.cif	2012-11-01
KPNA2	P52293	529.0	2-60	142-238,315-403	4mz5	C	F-P52293-F1-model_v3.cif	4mz5.cif	2013-09-29
KPNA2	P52293	529.0	2-60	142-238,315-403	4mz6	C	F-P52293-F1-model_v3.cif	4mz6.cif	2013-09-29
KPNA2	P52293	529.0	2-60	142-238,315-403	4oih	A	F-P52293-F1-model_v3.cif	4oih.cif	2014-01-19
KPNA2	P52293	529.0	2-60	142-238,315-403	4u54	A	F-P52293-F1-model_v3.cif	4u54.cif	2014-07-24
KPNA2	P52293	529.0	2-60	142-238,315-403	4u58	A	F-P52293-F1-model_v3.cif	4u58.cif	2014-07-24
KPNA2	P52293	529.0	2-60	142-238,315-403	4u5l	A	F-P52293-F1-model_v3.cif	4u5l.cif	2014-07-25
KPNA2	P52293	529.0	2-60	142-238,315-403	4u5n	A	F-P52293-F1-model_v3.cif	4u5n.cif	2014-07-25
KPNA2	P52293	529.0	2-60	142-238,315-403	4u5o	A	F-P52293-F1-model_v3.cif	4u5o.cif	2014-07-25
KPNA2	P52293	529.0	2-60	142-238,315-403	4u5s	A	F-P52293-F1-model_v3.cif	4u5s.cif	2014-07-25
KPNA2	P52293	529.0	2-60	142-238,315-403	4u5u	A	F-P52293-F1-model_v3.cif	4u5u.cif	2014-07-25
KPNA2	P52293	529.0	2-60	142-238,315-403	4u5v	A	F-P52293-F1-model_v3.cif	4u5v.cif	2014-07-25
KPNA2	P52293	529.0	2-60	142-238,315-403	4uaf	A	F-P52293-F1-model_v3.cif	4uaf.cif	2014-08-08
KPNA2	P52293	529.0	2-60	142-238,315-403	4yi0	A	F-P52293-F1-model_v3.cif	4yi0.cif	2015-02-27
KPNA2	P52293	529.0	2-60	142-238,315-403	4zdu	A	F-P52293-F1-model_v3.cif	4zdu.cif	2015-04-19
KPNA2	P52293	529.0	2-60	142-238,315-403	5b56	A	F-P52293-F1-model_v3.cif	5b56.cif	2016-04-25
KPNA2	P52293	529.0	2-60	142-238,315-403	5ctt	A	F-P52293-F1-model_v3.cif	5ctt.cif	2015-07-24
KPNA2	P52293	529.0	2-60	142-238,315-403	5d5k	A	F-P52293-F1-model_v3.cif	5d5k.cif	2015-08-10
KPNA2	P52293	529.0	2-60	142-238,315-403	5e6q	A	F-P52293-F1-model_v3.cif	5e6q.cif	2015-10-10
KPNA2	P52293	529.0	2-60	142-238,315-403	5ekf	C	F-P52293-F1-model_v3.cif	5ekf.cif	2015-11-03
KPNA2	P52293	529.0	2-60	142-238,315-403	5ekg	C	F-P52293-F1-model_v3.cif	5ekg.cif	2015-11-03
KPNA2	P52293	529.0	2-60	142-238,315-403	5fc8	B	F-P52293-F1-model_v3.cif	5fc8.cif	2015-12-15
KPNA2	P52293	529.0	2-60	142-238,315-403	5gxw	A	F-P52293-F1-model_v3.cif	5gxw.cif	2016-09-20
KPNA2	P52293	529.0	2-60	142-238,315-403	5hhg	B	F-P52293-F1-model_v3.cif	5hhg.cif	2016-01-11
KPNA2	P52293	529.0	2-60	142-238,315-403	5huw	A	F-P52293-F1-model_v3.cif	5huw.cif	2016-01-27
KPNA2	P52293	529.0	2-60	142-238,315-403	5huy	A	F-P52293-F1-model_v3.cif	5huy.cif	2016-01-28
KPNA2	P52293	529.0	2-60	142-238,315-403	5k9s	A	F-P52293-F1-model_v3.cif	5k9s.cif	2016-06-01
KPNA2	P52293	529.0	2-60	142-238,315-403	5klr	A	F-P52293-F1-model_v3.cif	5klr.cif	2016-06-25
KPNA2	P52293	529.0	2-60	142-238,315-403	5klt	A	F-P52293-F1-model_v3.cif	5klt.cif	2016-06-25
KPNA2	P52293	529.0	2-60	142-238,315-403	5svz	A	F-P52293-F1-model_v3.cif	5svz.cif	2016-08-08
KPNA2	P52293	529.0	2-60	142-238,315-403	5u5p	C	F-P52293-F1-model_v3.cif	5u5p.cif	2016-12-07
KPNA2	P52293	529.0	2-60	142-238,315-403	5u5r	A	F-P52293-F1-model_v3.cif	5u5r.cif	2016-12-07
KPNA2	P52293	529.0	2-60	142-238,315-403	5umz	A	F-P52293-F1-model_v3.cif	5umz.cif	2017-01-30
KPNA2	P52293	529.0	2-60	142-238,315-403	5v5o	A	F-P52293-F1-model_v3.cif	5v5o.cif	2017-03-14
KPNA2	P52293	529.0	2-60	142-238,315-403	5v5p	A	F-P52293-F1-model_v3.cif	5v5p.cif	2017-03-14
KPNA2	P52293	529.0	2-60	142-238,315-403	5w41	A	F-P52293-F1-model_v3.cif	5w41.cif	2017-06-08
KPNA2	P52293	529.0	2-60	142-238,315-403	5w4e	A	F-P52293-F1-model_v3.cif	5w4e.cif	2017-06-10
KPNA2	P52293	529.0	2-60	142-238,315-403	5w4f	A	F-P52293-F1-model_v3.cif	5w4f.cif	2017-06-10
KPNA2	P52293	529.0	2-60	142-238,315-403	5w4g	A	F-P52293-F1-model_v3.cif	5w4g.cif	2017-06-10
KPNA2	P52293	529.0	2-60	142-238,315-403	5wum	A	F-P52293-F1-model_v3.cif	5wum.cif	2016-12-19
KPNA2	P52293	529.0	2-60	142-238,315-403	5wun	A	F-P52293-F1-model_v3.cif	5wun.cif	2016-12-19
KPNA2	P52293	529.0	2-60	142-238,315-403	5x8n	A	F-P52293-F1-model_v3.cif	5x8n.cif	2017-03-03
KPNA2	P52293	529.0	2-60	142-238,315-403	6bvt	A	F-P52293-F1-model_v3.cif	6bvt.cif	2017-12-13
KPNA2	P52293	529.0	2-60	142-238,315-403	6bw0	B	F-P52293-F1-model_v3.cif	6bw0.cif	2017-12-14
KPNA2	P52293	529.0	2-60	142-238,315-403	6bw1	B	F-P52293-F1-model_v3.cif	6bw1.cif	2017-12-14
KPNA2	P52293	529.0	2-60	142-238,315-403	6d7m	A	F-P52293-F1-model_v3.cif	6d7m.cif	2018-04-25
KPNA2	P52293	529.0	2-60	142-238,315-403	6d7n	A	F-P52293-F1-model_v3.cif	6d7n.cif	2018-04-25
KPNA2	P52293	529.0	2-60	142-238,315-403	6iu7	A	F-P52293-F1-model_v3.cif	6iu7.cif	2018-11-27
KPNA2	P52293	529.0	2-60	142-238,315-403	6iua	A	F-P52293-F1-model_v3.cif	6iua.cif	2018-11-27
KPNA2	P52293	529.0	2-60	142-238,315-403	6iw8	B	F-P52293-F1-model_v3.cif	6iw8.cif	2018-12-04
KPNA2	P52293	529.0	2-60	142-238,315-403	6iwa	B	F-P52293-F1-model_v3.cif	6iwa.cif	2018-12-05
KPNA2	P52293	529.0	2-60	142-238,315-403	6k06	B	F-P52293-F1-model_v3.cif	6k06.cif	2019-05-05
KPNA2	P52293	529.0	2-60	142-238,315-403	6mjl	A	F-P52293-F1-model_v3.cif	6mjl.cif	2018-09-21
KPNA2	P52293	529.0	2-60	142-238,315-403	6p6a	A	F-P52293-F1-model_v3.cif	6p6a.cif	2019-06-03
KPNA2	P52293	529.0	2-60	142-238,315-403	6p6e	A	F-P52293-F1-model_v3.cif	6p6e.cif	2019-06-03
KPNA2	P52293	529.0	2-60	142-238,315-403	6wba	A	F-P52293-F1-model_v3.cif	6wba.cif	2020-03-26
KPNA2	P52293	529.0	2-60	142-238,315-403	6wbb	A	F-P52293-F1-model_v3.cif	6wbb.cif	2020-03-26
KPNA2	P52293	529.0	2-60	142-238,315-403	6wbc	A	F-P52293-F1-model_v3.cif	6wbc.cif	2020-03-26
KPNA2	P52293	529.0	2-60	142-238,315-403	6wx7	A	F-P52293-F1-model_v3.cif	6wx7.cif	2020-05-09
KPNA2	P52293	529.0	2-60	142-238,315-403	7jjm	B	F-P52293-F1-model_v3.cif	7jjm.cif	2020-07-27
KPNA2	P52293	529.0	2-60	142-238,315-403	7jk7	B	F-P52293-F1-model_v3.cif	7jk7.cif	2020-07-27
KPNA2	P52293	529.0	2-60	142-238,315-403	7jvo	A	F-P52293-F1-model_v3.cif	7jvo.cif	2020-08-22
KPNA2	P52293	529.0	2-60	142-238,315-403	7l04	B	F-P52293-F1-model_v3.cif	7l04.cif	2020-12-11
KPNA2	P52293	529.0	2-60	142-238,315-403	7leq	A	F-P52293-F1-model_v3.cif	7leq.cif	2021-01-14
KPNA2	P52293	529.0	2-60	142-238,315-403	7let	A	F-P52293-F1-model_v3.cif	7let.cif	2021-01-15
KPNA2	P52293	529.0	2-60	142-238,315-403	7leu	A	F-P52293-F1-model_v3.cif	7leu.cif	2021-01-15
KPNA2	P52293	529.0	2-60	142-238,315-403	7m60	C	F-P52293-F1-model_v3.cif	7m60.cif	2021-03-25
KPNA2	P52293	529.0	2-60	142-238,315-403	7rfx	A	F-P52293-F1-model_v3.cif	7rfx.cif	2021-07-14
KPNA2	P52293	529.0	2-60	142-238,315-403	7rfz	A	F-P52293-F1-model_v3.cif	7rfz.cif	2021-07-14
KPNA2	P52293	529.0	2-60	142-238,315-403	7rg0	A	F-P52293-F1-model_v3.cif	7rg0.cif	2021-07-14
KPNA2	P52293	529.0	2-60	142-238,315-403	7rg1	A	F-P52293-F1-model_v3.cif	7rg1.cif	2021-07-14
KPNA2	P52293	529.0	2-60	142-238,315-403	7rg2	A	F-P52293-F1-model_v3.cif	7rg2.cif	2021-07-14
KPNA2	P52293	529.0	2-60	142-238,315-403	7rg3	A	F-P52293-F1-model_v3.cif	7rg3.cif	2021-07-14
KPNA2	P52293	529.0	2-60	142-238,315-403	7rg4	A	F-P52293-F1-model_v3.cif	7rg4.cif	2021-07-14
KPNA2	P52293	529.0	2-60	142-238,315-403	7rg6	A	F-P52293-F1-model_v3.cif	7rg6.cif	2021-07-14
KPNA2	P52293	529.0	2-60	142-238,315-403	7tmx	A	F-P52293-F1-model_v3.cif	7tmx.cif	2022-01-20
KPNA2	P52293	529.0	2-60	142-238,315-403	7tmy	A	F-P52293-F1-model_v3.cif	7tmy.cif	2022-01-20
KPNA2	P52293	529.0	2-60	142-238,315-403	7umi	B	F-P52293-F1-model_v3.cif	7umi.cif	2022-04-07
KPNA2	P52293	529.0	2-60	142-238,315-403	8ech	B	F-P52293-F1-model_v3.cif	8ech.cif	2022-09-02
KPNA2	P52293	529.0	2-60	142-238,315-403	8f2q	A	F-P52293-F1-model_v3.cif	8f2q.cif	2022-11-08
KPNA2	P52293	529.0	2-60	142-238,315-403	8fk3	A	F-P52293-F1-model_v3.cif	8fk3.cif	2022-12-20
KPNA2	P52293	529.0	2-60	142-238,315-403	8fua	A	F-P52293-F1-model_v3.cif	8fua.cif	2023-01-17
KPNA2	P52293	529.0	2-60	142-238,315-403	8fuc	B	F-P52293-F1-model_v3.cif	8fuc.cif	2023-01-17
KPNA2	P52293	529.0	2-60	142-238,315-403	8g8q	A	F-P52293-F1-model_v3.cif	8g8q.cif	2023-02-19
KPNA2	P52293	529.0	2-60	142-238,315-403	8g8r	A	F-P52293-F1-model_v3.cif	8g8r.cif	2023-02-19
KPNA2	P52293	529.0	2-60	142-238,315-403	8g8s	A	F-P52293-F1-model_v3.cif	8g8s.cif	2023-02-19
KPNA2	P52293	529.0	2-60	142-238,315-403	8he0	A	F-P52293-F1-model_v3.cif	8he0.cif	2022-11-07
KPNA2	P52293	529.0	2-60	142-238,315-403	8he3	A	F-P52293-F1-model_v3.cif	8he3.cif	2022-11-07
KPNA2	P52293	529.0	2-60	142-238,315-403	8q8k	A	F-P52293-F1-model_v3.cif	8q8k.cif	2023-08-18
KPNA2	P52293	529.0	2-60	142-238,315-403	8qxw	A	F-P52293-F1-model_v3.cif	8qxw.cif	2023-10-25
KPNA2	P52293	529.0	2-60	142-238,315-403	8qxx	A	F-P52293-F1-model_v3.cif	8qxx.cif	2023-10-25
KPNA2	P52293	529.0	2-60	142-238,315-403	8sg7	A	F-P52293-F1-model_v3.cif	8sg7.cif	2023-04-11
KPNA2	P52293	529.0	2-60	142-238,315-403	8sud	A	F-P52293-F1-model_v3.cif	8sud.cif	2023-05-12
KPNA2	P52293	529.0	2-60	142-238,315-403	8sv0	A	F-P52293-F1-model_v3.cif	8sv0.cif	2023-05-14
KPNA2	P52293	529.0	2-60	142-238,315-403	8tuq	A	F-P52293-F1-model_v3.cif	8tuq.cif	2023-08-17
KPNA2	P52293	529.0	2-60	142-238,315-403	8tur	A	F-P52293-F1-model_v3.cif	8tur.cif	2023-08-17
KPNA2	P52293	529.0	2-60	142-238,315-403	8tus	A	F-P52293-F1-model_v3.cif	8tus.cif	2023-08-17
KPNA2	P52293	529.0	2-60	142-238,315-403	8tut	A	F-P52293-F1-model_v3.cif	8tut.cif	2023-08-17
KPNA2	P52293	529.0	2-60	142-238,315-403	8tuu	A	F-P52293-F1-model_v3.cif	8tuu.cif	2023-08-17
KPNA2	P52293	529.0	2-60	142-238,315-403	8tuv	A	F-P52293-F1-model_v3.cif	8tuv.cif	2023-08-17
KPNA2	P52293	529.0	2-60	142-238,315-403	8u36	A	F-P52293-F1-model_v3.cif	8u36.cif	2023-09-07
RAN	P62826	216.0	179-216	10-169	1i2m	A	F-P62826-F1-model_v3.cif	1i2m.cif	2001-02-11
RAN	P62826	216.0	179-216	10-169	1ibr	A	F-P62826-F1-model_v3.cif	1ibr.cif	1999-05-14
RAN	P62826	216.0	179-216	10-169	1k5d	A	F-P62826-F1-model_v3.cif	1k5d.cif	2001-10-10
RAN	P62826	216.0	179-216	10-169	1k5g	A	F-P62826-F1-model_v3.cif	1k5g.cif	2001-10-10
RAN	P62826	216.0	179-216	10-169	1qbk	B	F-P62826-F1-model_v3.cif	1qbk.cif	1999-04-23
RAN	P62826	216.0	179-216	10-169	1rrp	A	F-P62826-F1-model_v3.cif	1rrp.cif	1999-01-15
RAN	P62826	216.0	179-216	10-169	2mmc	A	F-P62826-F1-model_v3.cif	2mmc.cif	2014-03-13
RAN	P62826	216.0	179-216	10-169	2mmg	A	F-P62826-F1-model_v3.cif	2mmg.cif	2014-03-15
RAN	P62826	216.0	179-216	10-169	2n1b	A	F-P62826-F1-model_v3.cif	2n1b.cif	2015-03-26
RAN	P62826	216.0	179-216	10-169	3ch5	A	F-P62826-F1-model_v3.cif	3ch5.cif	2008-03-07
RAN	P62826	216.0	179-216	10-169	3ea5	A	F-P62826-F1-model_v3.cif	3ea5.cif	2008-08-24
RAN	P62826	216.0	179-216	10-169	3gj0	A	F-P62826-F1-model_v3.cif	3gj0.cif	2009-03-07
RAN	P62826	216.0	179-216	10-169	3gj3	A	F-P62826-F1-model_v3.cif	3gj3.cif	2009-03-07
RAN	P62826	216.0	179-216	10-169	3gj4	A	F-P62826-F1-model_v3.cif	3gj4.cif	2009-03-07
RAN	P62826	216.0	179-216	10-169	3gj5	A	F-P62826-F1-model_v3.cif	3gj5.cif	2009-03-07
RAN	P62826	216.0	179-216	10-169	3gj6	A	F-P62826-F1-model_v3.cif	3gj6.cif	2009-03-07
RAN	P62826	216.0	179-216	10-169	3gj7	A	F-P62826-F1-model_v3.cif	3gj7.cif	2009-03-07
RAN	P62826	216.0	179-216	10-169	3gj8	A	F-P62826-F1-model_v3.cif	3gj8.cif	2009-03-07
RAN	P62826	216.0	179-216	10-169	3gjx	B	F-P62826-F1-model_v3.cif	3gjx.cif	2009-03-09
RAN	P62826	216.0	179-216	10-169	3nby	B	F-P62826-F1-model_v3.cif	3nby.cif	2010-06-04
RAN	P62826	216.0	179-216	10-169	3nbz	C	F-P62826-F1-model_v3.cif	3nbz.cif	2010-06-04
RAN	P62826	216.0	179-216	10-169	3nc0	C	F-P62826-F1-model_v3.cif	3nc0.cif	2010-06-04
RAN	P62826	216.0	179-216	10-169	3nc1	A	F-P62826-F1-model_v3.cif	3nc1.cif	2010-06-04
RAN	P62826	216.0	179-216	10-169	3zjy	A	F-P62826-F1-model_v3.cif	3zjy.cif	2013-01-21
RAN	P62826	216.0	179-216	10-169	4c0q	C	F-P62826-F1-model_v3.cif	4c0q.cif	2013-08-06
RAN	P62826	216.0	179-216	10-169	4gmx	A	F-P62826-F1-model_v3.cif	4gmx.cif	2012-08-16
RAN	P62826	216.0	179-216	10-169	4gpt	A	F-P62826-F1-model_v3.cif	4gpt.cif	2012-08-21
RAN	P62826	216.0	179-216	10-169	4hat	A	F-P62826-F1-model_v3.cif	4hat.cif	2012-09-27
RAN	P62826	216.0	179-216	10-169	4hau	A	F-P62826-F1-model_v3.cif	4hau.cif	2012-09-27
RAN	P62826	216.0	179-216	10-169	4hav	A	F-P62826-F1-model_v3.cif	4hav.cif	2012-09-27
RAN	P62826	216.0	179-216	10-169	4haw	A	F-P62826-F1-model_v3.cif	4haw.cif	2012-09-27
RAN	P62826	216.0	179-216	10-169	4hax	B	F-P62826-F1-model_v3.cif	4hax.cif	2012-09-27
RAN	P62826	216.0	179-216	10-169	4hay	A	F-P62826-F1-model_v3.cif	4hay.cif	2012-09-27
RAN	P62826	216.0	179-216	10-169	4haz	A	F-P62826-F1-model_v3.cif	4haz.cif	2012-09-27
RAN	P62826	216.0	179-216	10-169	4hb0	A	F-P62826-F1-model_v3.cif	4hb0.cif	2012-09-27
RAN	P62826	216.0	179-216	10-169	4hb2	A	F-P62826-F1-model_v3.cif	4hb2.cif	2012-09-27
RAN	P62826	216.0	179-216	10-169	4hb3	A	F-P62826-F1-model_v3.cif	4hb3.cif	2012-09-27
RAN	P62826	216.0	179-216	10-169	4hb4	A	F-P62826-F1-model_v3.cif	4hb4.cif	2012-09-27
RAN	P62826	216.0	179-216	10-169	4ol0	A	F-P62826-F1-model_v3.cif	4ol0.cif	2014-01-23
RAN	P62826	216.0	179-216	10-169	4wvf	A	F-P62826-F1-model_v3.cif	4wvf.cif	2014-11-05
RAN	P62826	216.0	179-216	10-169	5ciq	A	F-P62826-F1-model_v3.cif	5ciq.cif	2015-07-13
RAN	P62826	216.0	179-216	10-169	5cit	A	F-P62826-F1-model_v3.cif	5cit.cif	2015-07-13
RAN	P62826	216.0	179-216	10-169	5ciw	A	F-P62826-F1-model_v3.cif	5ciw.cif	2015-07-13
RAN	P62826	216.0	179-216	10-169	5cj2	A	F-P62826-F1-model_v3.cif	5cj2.cif	2015-07-13
RAN	P62826	216.0	179-216	10-169	5cll	A	F-P62826-F1-model_v3.cif	5cll.cif	2015-07-16
RAN	P62826	216.0	179-216	10-169	5clq	A	F-P62826-F1-model_v3.cif	5clq.cif	2015-07-16
RAN	P62826	216.0	179-216	10-169	5dh9	A	F-P62826-F1-model_v3.cif	5dh9.cif	2015-08-30
RAN	P62826	216.0	179-216	10-169	5dha	A	F-P62826-F1-model_v3.cif	5dha.cif	2015-08-30
RAN	P62826	216.0	179-216	10-169	5dhf	A	F-P62826-F1-model_v3.cif	5dhf.cif	2015-08-30
RAN	P62826	216.0	179-216	10-169	5di9	A	F-P62826-F1-model_v3.cif	5di9.cif	2015-08-31
RAN	P62826	216.0	179-216	10-169	5dif	A	F-P62826-F1-model_v3.cif	5dif.cif	2015-08-31
RAN	P62826	216.0	179-216	10-169	5dis	B	F-P62826-F1-model_v3.cif	5dis.cif	2015-09-01
RAN	P62826	216.0	179-216	10-169	5dlq	B	F-P62826-F1-model_v3.cif	5dlq.cif	2015-09-07
RAN	P62826	216.0	179-216	10-169	5fyq	C	F-P62826-F1-model_v3.cif	5fyq.cif	2016-03-09
RAN	P62826	216.0	179-216	10-169	5jlj	A	F-P62826-F1-model_v3.cif	5jlj.cif	2016-04-27
RAN	P62826	216.0	179-216	10-169	5uwh	A	F-P62826-F1-model_v3.cif	5uwh.cif	2017-02-21
RAN	P62826	216.0	179-216	10-169	5uwi	A	F-P62826-F1-model_v3.cif	5uwi.cif	2017-02-21
RAN	P62826	216.0	179-216	10-169	5uwj	A	F-P62826-F1-model_v3.cif	5uwj.cif	2017-02-21
RAN	P62826	216.0	179-216	10-169	5uwo	A	F-P62826-F1-model_v3.cif	5uwo.cif	2017-02-21
RAN	P62826	216.0	179-216	10-169	5uwp	A	F-P62826-F1-model_v3.cif	5uwp.cif	2017-02-21
RAN	P62826	216.0	179-216	10-169	5uwq	A	F-P62826-F1-model_v3.cif	5uwq.cif	2017-02-21
RAN	P62826	216.0	179-216	10-169	5uwr	A	F-P62826-F1-model_v3.cif	5uwr.cif	2017-02-21
RAN	P62826	216.0	179-216	10-169	5uws	A	F-P62826-F1-model_v3.cif	5uws.cif	2017-02-21
RAN	P62826	216.0	179-216	10-169	5uwt	A	F-P62826-F1-model_v3.cif	5uwt.cif	2017-02-21
RAN	P62826	216.0	179-216	10-169	5uwu	A	F-P62826-F1-model_v3.cif	5uwu.cif	2017-02-21
RAN	P62826	216.0	179-216	10-169	5uww	A	F-P62826-F1-model_v3.cif	5uww.cif	2017-02-21
RAN	P62826	216.0	179-216	10-169	5yro	A	F-P62826-F1-model_v3.cif	5yro.cif	2017-11-09
RAN	P62826	216.0	179-216	10-169	5yst	A	F-P62826-F1-model_v3.cif	5yst.cif	2017-11-15
RAN	P62826	216.0	179-216	10-169	5ysu	A	F-P62826-F1-model_v3.cif	5ysu.cif	2017-11-15
RAN	P62826	216.0	179-216	10-169	5ytb	A	F-P62826-F1-model_v3.cif	5ytb.cif	2017-11-17
RAN	P62826	216.0	179-216	10-169	5zpu	A	F-P62826-F1-model_v3.cif	5zpu.cif	2018-04-16
RAN	P62826	216.0	179-216	10-169	6a38	A	F-P62826-F1-model_v3.cif	6a38.cif	2018-06-15
RAN	P62826	216.0	179-216	10-169	6a3a	A	F-P62826-F1-model_v3.cif	6a3a.cif	2018-06-15
RAN	P62826	216.0	179-216	10-169	6a3b	A	F-P62826-F1-model_v3.cif	6a3b.cif	2018-06-15
RAN	P62826	216.0	179-216	10-169	6a3c	A	F-P62826-F1-model_v3.cif	6a3c.cif	2018-06-15
RAN	P62826	216.0	179-216	10-169	6a3e	A	F-P62826-F1-model_v3.cif	6a3e.cif	2018-06-15
RAN	P62826	216.0	179-216	10-169	6cit	A	F-P62826-F1-model_v3.cif	6cit.cif	2018-02-25
RAN	P62826	216.0	179-216	10-169	6kft	A	F-P62826-F1-model_v3.cif	6kft.cif	2019-07-08
RAN	P62826	216.0	179-216	10-169	6lq9	A	F-P62826-F1-model_v3.cif	6lq9.cif	2020-01-13
RAN	P62826	216.0	179-216	10-169	6m60	A	F-P62826-F1-model_v3.cif	6m60.cif	2020-03-12
RAN	P62826	216.0	179-216	10-169	6m6x	A	F-P62826-F1-model_v3.cif	6m6x.cif	2020-03-16
RAN	P62826	216.0	179-216	10-169	6nif	A	F-P62826-F1-model_v3.cif	6nif.cif	2018-12-27
RAN	P62826	216.0	179-216	10-169	6q82	B	F-P62826-F1-model_v3.cif	6q82.cif	2018-12-14
RAN	P62826	216.0	179-216	10-169	6q84	B	F-P62826-F1-model_v3.cif	6q84.cif	2018-12-14
RAN	P62826	216.0	179-216	10-169	6tvo	A	F-P62826-F1-model_v3.cif	6tvo.cif	2020-01-10
RAN	P62826	216.0	179-216	10-169	6x2m	A	F-P62826-F1-model_v3.cif	6x2m.cif	2020-05-20
RAN	P62826	216.0	179-216	10-169	6x2o	A	F-P62826-F1-model_v3.cif	6x2o.cif	2020-05-20
RAN	P62826	216.0	179-216	10-169	6x2p	A	F-P62826-F1-model_v3.cif	6x2p.cif	2020-05-20
RAN	P62826	216.0	179-216	10-169	6x2r	A	F-P62826-F1-model_v3.cif	6x2r.cif	2020-05-20
RAN	P62826	216.0	179-216	10-169	6x2s	A	F-P62826-F1-model_v3.cif	6x2s.cif	2020-05-20
RAN	P62826	216.0	179-216	10-169	6x2u	A	F-P62826-F1-model_v3.cif	6x2u.cif	2020-05-21
